zipcode,price,sqft_lot,state
98011,470000.0,7350,WA
98053,542000.0,4500,WA
98118,1309500.0,13912,WA
98198,308130.0,7500,WA
98029,310000.0,2699,WA
98146,235000.0,8015,WA
98058,215000.0,7560,WA
98023,210000.0,10403,WA
98053,730000.0,150282,WA
98092,245000.0,9342,WA
98166,540000.0,20018,WA
98001,299000.0,6078,WA
98074,510000.0,40106,WA
98001,198000.0,7200,WA
98007,950000.0,7452,WA
98092,300000.0,7600,WA
98033,528000.0,8580,WA
98092,507000.0,16249,WA
98065,770000.0,6384,WA
98031,255000.0,7210,WA
98198,220000.0,3451,WA
98059,690700.0,5349,WA
98177,447000.0,8380,WA
98119,755000.0,4505,WA
98199,700000.0,6000,WA
98030,250000.0,7700,WA
98038,320000.0,6969,WA
98059,565000.0,14667,WA
98107,754300.0,4500,WA
98177,650000.0,9000,WA
98059,529888.0,8455,WA
98028,432000.0,9812,WA
98022,235000.0,7670,WA
98053,994900.0,6556,WA
98038,489000.0,8442,WA
98052,800000.0,7427,WA
98034,370000.0,9957,WA
98034,436000.0,9600,WA
98059,395000.0,3757,WA
98133,377691.0,8399,WA
98118,370000.0,5185,WA
98029,515000.0,4394,WA
98001,169000.0,7686,WA
98117,475000.0,4268,WA
98031,420000.0,6180,WA
98103,1297000.0,9420,WA
98006,822000.0,13300,WA
98004,1500000.0,25697,WA
98074,485000.0,6810,WA
98055,270000.0,8505,WA
98055,300000.0,11250,WA
98074,878000.0,7728,WA
98006,590000.0,4203,WA
98033,611900.0,2100,WA
98092,240000.0,7373,WA
98092,395000.0,10951,WA
98178,169000.0,7110,WA
98031,200500.0,14972,WA
98003,308000.0,7140,WA
98023,290256.0,7885,WA
98058,279950.0,8800,WA
98022,195000.0,7875,WA
98010,630000.0,13000,WA
98039,1160000.0,15438,WA
98029,478000.0,3896,WA
98126,835000.0,6690,WA
98034,639000.0,2421,WA
98074,623000.0,12633,WA
98178,220000.0,7680,WA
98006,526000.0,18099,WA
98118,243500.0,5016,WA
98006,750000.0,4930,WA
98059,329000.0,9126,WA
98102,525000.0,4000,WA
98118,190000.0,3101,WA
98005,772650.0,10800,WA
98042,355000.0,4038,WA
98075,650000.0,54450,WA
98103,678500.0,3600,WA
98074,669950.0,11877,WA
98077,850000.0,18450,WA
98074,572000.0,3885,WA
98074,492450.0,13002,WA
98005,813000.0,11866,WA
98040,710000.0,9732,WA
98119,792500.0,2400,WA
98032,285900.0,7725,WA
98070,389000.0,12972,WA
98136,675000.0,2833,WA
98059,352000.0,33801,WA
98059,1050000.0,11588,WA
98005,768500.0,10400,WA
98125,500000.0,7778,WA
98040,685000.0,8800,WA
98109,648475.0,5700,WA
98033,655000.0,6600,WA
98115,895000.0,4000,WA
98001,195000.0,9554,WA
98023,368000.0,7350,WA
98059,997000.0,13609,WA
98072,335000.0,19991,WA
98001,250000.0,7258,WA
98022,278500.0,8980,WA
98001,260000.0,7300,WA
98118,162500.0,6141,WA
98168,239000.0,8316,WA
98075,600000.0,5122,WA
98031,350000.0,7778,WA
98075,852500.0,8131,WA
98055,485000.0,5490,WA
98133,299000.0,8320,WA
98056,227450.0,6509,WA
98126,383000.0,5612,WA
98024,835000.0,392475,WA
98112,760000.0,2992,WA
98103,532500.0,3000,WA
98053,635000.0,26359,WA
98144,438500.0,3072,WA
98108,545500.0,9361,WA
98033,675000.0,9549,WA
98117,450000.0,4080,WA
98010,199999.0,10815,WA
98034,375000.0,16170,WA
98072,600000.0,43847,WA
98056,292600.0,7123,WA
98040,1038000.0,8904,WA
98105,610000.0,4959,WA
98042,397450.0,9451,WA
98155,382000.0,15528,WA
98177,370000.0,7667,WA
98177,520000.0,7667,WA
98155,260000.0,7906,WA
98177,890000.0,7200,WA
98155,344000.0,8412,WA
98031,205000.0,8498,WA
98003,379000.0,8550,WA
98052,424240.0,12094,WA
98052,589950.0,12094,WA
98117,582000.0,4650,WA
98023,349000.0,7709,WA
98033,658000.0,12005,WA
98106,294000.0,5000,WA
98115,690000.0,7598,WA
98107,600000.0,5000,WA
98042,199990.0,5200,WA
98188,220000.0,8850,WA
98034,440000.0,15750,WA
98029,439990.0,1994,WA
98075,815000.0,7208,WA
98029,535000.0,3766,WA
98003,215000.0,10016,WA
98027,605000.0,35012,WA
98058,349900.0,7278,WA
98115,495000.0,5510,WA
98034,515100.0,4900,WA
98053,620000.0,55387,WA
98074,657500.0,10370,WA
98055,250000.0,8250,WA
98055,385000.0,8250,WA
98019,307000.0,7500,WA
98042,288000.0,9253,WA
98032,226450.0,7200,WA
98125,390000.0,6991,WA
98045,350000.0,10236,WA
98125,368000.0,7884,WA
98105,469000.0,4284,WA
98072,865000.0,150270,WA
98058,515000.0,15916,WA
98034,410000.0,8560,WA
98042,210000.0,43560,WA
98034,460000.0,7700,WA
98023,241500.0,9654,WA
98042,322200.0,19000,WA
98178,279000.0,6000,WA
98070,303000.0,27007,WA
98199,420000.0,6615,WA
98188,249000.0,18335,WA
98125,294950.0,8840,WA
98103,1315000.0,3997,WA
98117,335000.0,4800,WA
98199,1155000.0,8051,WA
98117,520000.0,3708,WA
98007,560000.0,8800,WA
98032,243400.0,7464,WA
98053,405000.0,14404,WA
98033,495000.0,14695,WA
98038,350000.0,7095,WA
98188,368500.0,7601,WA
98058,99000.0,8236,WA
98059,1070000.0,12320,WA
98155,430000.0,7724,WA
98052,412500.0,8475,WA
98052,1122500.0,62365,WA
98052,915000.0,35062,WA
98052,535000.0,7620,WA
98133,390000.0,8676,WA
98107,499000.0,3135,WA
98177,375000.0,7955,WA
98055,349000.0,7620,WA
98004,635000.0,7482,WA
98075,682000.0,8009,WA
98023,321027.0,16770,WA
98002,150000.0,4120,WA
98034,410000.0,17583,WA
98115,449950.0,4080,WA
98118,194990.0,7144,WA
98028,475000.0,8775,WA
98105,530000.0,3000,WA
98092,319950.0,7643,WA
98023,210000.0,9435,WA
98107,485000.0,3330,WA
98075,774000.0,10240,WA
98008,478000.0,8208,WA
98146,385000.0,5280,WA
98077,595000.0,43017,WA
98028,285000.0,7117,WA
98029,723000.0,4004,WA
98198,279000.0,16000,WA
98058,195000.0,7560,WA
98119,625000.0,2192,WA
98011,270000.0,9314,WA
98053,559000.0,5520,WA
98072,474000.0,14834,WA
98038,303500.0,7345,WA
98155,350000.0,8645,WA
98155,367500.0,10064,WA
98155,595000.0,10064,WA
98024,589000.0,118483,WA
98077,585000.0,87213,WA
98155,482975.0,8801,WA
98058,365500.0,4499,WA
98008,570000.0,7800,WA
98092,335000.0,8040,WA
98103,767500.0,4815,WA
98029,386591.0,1613,WA
98108,279000.0,5750,WA
98014,620000.0,32780,WA
98198,407000.0,23400,WA
98038,364250.0,213879,WA
98058,399000.0,9292,WA
98077,766950.0,30007,WA
98029,710000.0,4232,WA
98118,320000.0,4120,WA
98108,300000.0,3253,WA
98038,263000.0,9187,WA
98029,445000.0,4408,WA
98008,554000.0,9001,WA
98117,335000.0,5100,WA
98031,307000.0,6964,WA
98125,404000.0,8160,WA
98075,775000.0,5250,WA
98022,220000.0,9126,WA
98028,518000.0,9750,WA
98033,1600000.0,9486,WA
98133,315000.0,2550,WA
98034,572650.0,11349,WA
98034,350000.0,9205,WA
98108,285000.0,5850,WA
98032,231000.0,7247,WA
98042,179000.0,5200,WA
98030,244000.0,9625,WA
98188,185850.0,11662,WA
98011,610000.0,12033,WA
98038,419000.0,9155,WA
98199,779000.0,6400,WA
98052,695000.0,14134,WA
98092,319900.0,7580,WA
98023,329000.0,7700,WA
98011,475226.0,4512,WA
98029,638000.0,5000,WA
98074,440000.0,15873,WA
98146,214000.0,5080,WA
98023,600000.0,14217,WA
98102,935000.0,4500,WA
98125,630000.0,10210,WA
98053,575000.0,4780,WA
98010,345000.0,20466,WA
98011,323000.0,9690,WA
98042,425000.0,13218,WA
98038,411000.0,108900,WA
98014,299800.0,9000,WA
98122,823000.0,5000,WA
98155,200000.0,8108,WA
98006,760000.0,13300,WA
98019,359950.0,3899,WA
98056,375000.0,8325,WA
98027,295000.0,89298,WA
98198,250000.0,7882,WA
98115,497000.0,1387,WA
98028,520000.0,8798,WA
98055,365000.0,6781,WA
98034,459900.0,8000,WA
98118,158000.0,6090,WA
98003,294700.0,9600,WA
98059,439950.0,15075,WA
98008,899000.0,40946,WA
98072,535000.0,12141,WA
98188,530000.0,10800,WA
98032,215000.0,7000,WA
98125,290000.0,5400,WA
98052,798000.0,5934,WA
98027,785000.0,9578,WA
98028,433000.0,8565,WA
98118,425000.0,6835,WA
98115,654000.0,7540,WA
98002,215000.0,5065,WA
98042,232000.0,6540,WA
98005,675000.0,10500,WA
98052,665000.0,8000,WA
98053,835000.0,29163,WA
98144,525000.0,7560,WA
98125,780000.0,3094,WA
98053,844000.0,67518,WA
98072,680000.0,54048,WA
98034,290000.0,8100,WA
98117,560000.0,15783,WA
98072,605500.0,6536,WA
98052,762500.0,5979,WA
98033,1740000.0,5500,WA
98118,665000.0,8346,WA
98122,540000.0,4400,WA
98155,375000.0,6180,WA
98125,342000.0,6826,WA
98024,340000.0,23522,WA
98040,1250000.0,12719,WA
98075,693000.0,13063,WA
98166,638500.0,12462,WA
98027,805000.0,18265,WA
98198,250000.0,8062,WA
98038,325000.0,4698,WA
98108,270000.0,4290,WA
98126,880000.0,3680,WA
98103,300000.0,6350,WA
98155,290000.0,8750,WA
98006,2850000.0,17208,WA
98056,259950.0,5825,WA
98059,1780000.0,13402,WA
98056,299950.0,5250,WA
98077,483000.0,43560,WA
98033,890000.0,8640,WA
98116,719000.0,4500,WA
98058,785000.0,100681,WA
98029,660000.0,3995,WA
98031,264000.0,8118,WA
98006,575000.0,11141,WA
98072,1215000.0,53574,WA
98022,475000.0,98881,WA
98033,845800.0,12750,WA
98155,352500.0,8182,WA
98011,347000.0,8400,WA
98029,560000.0,6192,WA
98092,323000.0,50094,WA
98166,595000.0,22081,WA
98002,257500.0,6400,WA
98116,450000.0,4600,WA
98072,410000.0,7208,WA
98008,810000.0,13503,WA
98178,372500.0,10090,WA
98155,325000.0,9083,WA
98133,280000.0,7660,WA
98198,258000.0,19978,WA
98155,329950.0,5900,WA
98007,836000.0,12987,WA
98038,365000.0,7040,WA
98002,111300.0,6000,WA
98053,864000.0,105850,WA
98033,725000.0,8613,WA
98011,550000.0,6605,WA
98198,130000.0,7500,WA
98112,765000.0,4000,WA
98058,255000.0,7480,WA
98027,439500.0,40003,WA
98055,268000.0,5546,WA
98004,985000.0,8534,WA
98006,751305.0,8469,WA
98118,280000.0,7553,WA
98058,304000.0,8750,WA
98003,200000.0,13235,WA
98092,325000.0,41325,WA
98052,736000.0,11603,WA
98058,426500.0,6515,WA
98103,640000.0,4400,WA
98146,230000.0,6120,WA
98118,366350.0,5043,WA
98166,365000.0,8336,WA
98034,482000.0,8322,WA
98058,345000.0,7991,WA
98122,682000.0,5120,WA
98033,657500.0,6002,WA
98144,895000.0,6533,WA
98118,425000.0,5665,WA
98008,532500.0,8750,WA
98011,540000.0,9436,WA
98006,578000.0,9580,WA
98118,1086000.0,6041,WA
98077,322500.0,9750,WA
98003,140000.0,10560,WA
98042,485000.0,51836,WA
98010,575000.0,19709,WA
98188,421000.0,21780,WA
98106,355000.0,3497,WA
98011,515000.0,6967,WA
98146,309000.0,7200,WA
98005,815000.0,35536,WA
98125,285000.0,7875,WA
98038,289000.0,8628,WA
98077,458000.0,62726,WA
98023,230000.0,8378,WA
98133,432500.0,7120,WA
98045,288000.0,10440,WA
98072,354000.0,12330,WA
98019,119500.0,11000,WA
98006,805000.0,23781,WA
98133,435000.0,2581,WA
98001,260000.0,10018,WA
98133,377000.0,8385,WA
98029,602000.0,7376,WA
98116,530000.0,4800,WA
98117,525000.0,3740,WA
98155,250000.0,1086,WA
98118,681000.0,6356,WA
98125,625000.0,20588,WA
98118,448500.0,3920,WA
98146,260000.0,7260,WA
98008,538000.0,8050,WA
98011,385500.0,7947,WA
98038,428400.0,6000,WA
98022,346290.0,9240,WA
98075,587000.0,8430,WA
98056,355000.0,6775,WA
98007,650000.0,7865,WA
98056,340000.0,5455,WA
98052,565000.0,8624,WA
98144,630000.0,5000,WA
98022,227000.0,7198,WA
98052,600000.0,17674,WA
98008,540400.0,6758,WA
98033,569000.0,8060,WA
98029,735000.0,8159,WA
98034,434000.0,9353,WA
98103,578888.0,4000,WA
98072,465425.0,20720,WA
98023,280500.0,7754,WA
98029,539950.0,3507,WA
98075,406430.0,15426,WA
98053,1150000.0,35000,WA
98031,250000.0,6191,WA
98030,266000.0,8547,WA
98058,258000.0,7200,WA
98155,472000.0,21890,WA
98105,530000.0,1536,WA
98122,302282.0,5120,WA
98136,370000.0,6213,WA
98105,625000.0,5307,WA
98002,142500.0,6825,WA
98133,334000.0,7405,WA
98118,362000.0,3000,WA
98144,181000.0,4000,WA
98003,241500.0,10425,WA
98030,245000.0,12720,WA
98042,227500.0,8848,WA
98032,158550.0,8100,WA
98034,450000.0,10247,WA
98034,485000.0,10080,WA
98077,353000.0,9794,WA
98028,500000.0,4668,WA
98003,360000.0,10600,WA
98059,357500.0,11858,WA
98014,272000.0,13816,WA
98125,422000.0,7854,WA
98072,365000.0,15000,WA
98155,450000.0,13789,WA
98155,275053.0,6504,WA
98039,1880000.0,17919,WA
98004,725000.0,9000,WA
98030,235000.0,9697,WA
98125,510000.0,4206,WA
98125,489950.0,4206,WA
98034,463000.0,4195,WA
98029,536000.0,5948,WA
98003,375000.0,6145,WA
98034,630000.0,4727,WA
98148,362000.0,14374,WA
98003,350000.0,11659,WA
98004,1691000.0,13515,WA
98166,255000.0,8775,WA
98002,269000.0,7665,WA
98055,370000.0,4838,WA
98059,270000.0,7920,WA
98022,265000.0,9516,WA
98117,487000.0,4046,WA
98074,835000.0,6027,WA
98027,850000.0,112750,WA
98033,575000.0,11201,WA
98034,335000.0,8000,WA
98155,318000.0,7200,WA
98027,510000.0,11325,WA
98042,242500.0,9720,WA
98040,750000.0,8400,WA
98056,439900.0,7950,WA
98119,710000.0,3040,WA
98119,2400000.0,9088,WA
98011,435000.0,13700,WA
98115,874000.0,6867,WA
98144,385000.0,4080,WA
98055,110000.0,4746,WA
98011,477000.0,8085,WA
98126,500000.0,6394,WA
98075,885000.0,11225,WA
98178,235000.0,5600,WA
98030,210000.0,15236,WA
98144,320000.0,4000,WA
98056,406000.0,7904,WA
98166,350000.0,10225,WA
98070,350000.0,43710,WA
98065,720000.0,8930,WA
98198,604700.0,14982,WA
98027,343000.0,5662,WA
98074,558000.0,15757,WA
98126,364000.0,7740,WA
98155,420000.0,11242,WA
98007,450000.0,7344,WA
98126,392000.0,5000,WA
98055,100000.0,2685,WA
98103,480000.0,1103,WA
98003,212000.0,9225,WA
98011,560000.0,8960,WA
98092,359950.0,3990,WA
98077,535000.0,110642,WA
98056,980000.0,5400,WA
98103,720000.0,2199,WA
98115,619950.0,5400,WA
98058,489000.0,19821,WA
98115,415000.0,2970,WA
98074,672500.0,11108,WA
98052,352500.0,4171,WA
98003,258750.0,8400,WA
98133,350000.0,7000,WA
98198,152000.0,10464,WA
98115,378500.0,7528,WA
98033,1017000.0,41041,WA
98007,419000.0,6700,WA
98040,895000.0,13927,WA
98006,668500.0,9546,WA
98033,487000.0,2533,WA
98146,538000.0,10137,WA
98004,898000.0,28014,WA
98003,315000.0,7767,WA
98116,800000.0,4440,WA
98008,516130.0,8250,WA
98008,1600000.0,19593,WA
98006,1200000.0,12796,WA
98198,355425.0,9112,WA
98112,1157400.0,5925,WA
98136,689000.0,9600,WA
98107,500000.0,1500,WA
98001,430000.0,42733,WA
98045,299500.0,15312,WA
98058,349950.0,5289,WA
98004,1419000.0,4500,WA
98006,998000.0,10189,WA
98072,329000.0,9600,WA
98033,575000.0,5956,WA
98133,529900.0,9430,WA
98004,1470000.0,10189,WA
98033,725000.0,9400,WA
98023,286000.0,5000,WA
98006,335000.0,9926,WA
98007,395300.0,7000,WA
98019,510000.0,13348,WA
98032,203000.0,7500,WA
98155,248000.0,8301,WA
98023,265000.0,7216,WA
98103,1000000.0,4560,WA
98125,1000000.0,24500,WA
98010,241400.0,9828,WA
98058,309950.0,10074,WA
98106,294010.0,4057,WA
98074,345000.0,9672,WA
98074,625000.0,9672,WA
98075,660000.0,4543,WA
98053,559000.0,4500,WA
98053,866000.0,9786,WA
98112,770000.0,5700,WA
98030,259950.0,7827,WA
98030,352000.0,9838,WA
98112,2466350.0,13180,WA
98034,395000.0,10229,WA
98168,276500.0,6650,WA
98024,530000.0,100623,WA
98008,798000.0,10260,WA
98034,380000.0,5756,WA
98022,350000.0,10433,WA
98031,325000.0,6049,WA
98042,336000.0,4549,WA
98042,286900.0,17235,WA
98052,472000.0,7245,WA
98038,263000.0,8100,WA
98126,565000.0,4000,WA
98006,765000.0,8444,WA
98075,1517000.0,9409,WA
98034,405000.0,8174,WA
98075,1098000.0,16219,WA
98092,555000.0,188760,WA
98055,305000.0,3516,WA
98198,289950.0,9370,WA
98019,487500.0,218472,WA
98023,96500.0,12091,WA
98023,185000.0,12091,WA
98168,150550.0,6061,WA
98106,339000.0,5080,WA
98125,675000.0,7230,WA
98144,615000.0,4080,WA
98033,837500.0,9320,WA
98028,250000.0,11835,WA
98074,583000.0,8144,WA
98115,499000.0,1728,WA
98146,550000.0,6328,WA
98022,400000.0,204296,WA
98004,990400.0,4097,WA
98075,600000.0,52272,WA
98155,325000.0,6236,WA
98038,265000.0,6000,WA
98105,1620500.0,9362,WA
98155,347500.0,8353,WA
98103,629000.0,3000,WA
98040,1087500.0,11340,WA
98038,397500.0,7859,WA
98144,404500.0,3700,WA
98030,225000.0,7500,WA
98023,267000.0,9900,WA
98119,800000.0,4000,WA
98001,339000.0,6918,WA
98155,1850000.0,11972,WA
98105,525000.0,3876,WA
98027,1150000.0,6218,WA
98136,565000.0,6250,WA
98144,387000.0,1280,WA
98053,720000.0,34290,WA
98006,1500000.0,12426,WA
98125,235000.0,7617,WA
98125,365000.0,7617,WA
98074,368250.0,7484,WA
98074,580000.0,7484,WA
98178,1100000.0,11774,WA
98001,215000.0,4496,WA
98029,648000.0,9959,WA
98075,705000.0,9318,WA
98107,465000.0,1540,WA
98103,650000.0,3500,WA
98198,335000.0,7500,WA
98072,640000.0,31850,WA
98074,638250.0,8029,WA
98040,1460000.0,14353,WA
98108,375000.0,4600,WA
98040,842000.0,9525,WA
98133,499950.0,7200,WA
98074,810000.0,25211,WA
98072,310000.0,11970,WA
98103,730000.0,8809,WA
98115,637800.0,4750,WA
98055,225000.0,4800,WA
98177,417500.0,10800,WA
98022,265000.0,10160,WA
98074,550000.0,8683,WA
98024,625700.0,159865,WA
98011,595000.0,10637,WA
98059,270000.0,13475,WA
98112,739375.0,3200,WA
98029,357562.0,1032,WA
98052,1010000.0,29224,WA
98053,455000.0,4286,WA
98023,310000.0,9600,WA
98024,415000.0,111514,WA
98177,452000.0,8100,WA
98004,810000.0,16928,WA
98117,730001.0,4750,WA
98053,825000.0,86636,WA
98103,665000.0,3000,WA
98058,327500.0,7800,WA
98075,699950.0,36218,WA
98092,424000.0,34680,WA
98117,657000.0,3375,WA
98008,445000.0,10844,WA
98119,450000.0,762,WA
98034,350000.0,7455,WA
98059,460000.0,17532,WA
98031,385000.0,22651,WA
98023,272000.0,6160,WA
98053,535000.0,5544,WA
98042,216500.0,5200,WA
98042,325000.0,12245,WA
98034,420200.0,7280,WA
98178,258000.0,5650,WA
98103,450000.0,4500,WA
98117,720168.0,3794,WA
98107,652000.0,5000,WA
98074,569500.0,8248,WA
98042,411000.0,292288,WA
98117,524950.0,3825,WA
98155,153000.0,10152,WA
98126,775000.0,5467,WA
98030,338500.0,6111,WA
98052,570000.0,9000,WA
98038,653000.0,8429,WA
98122,435000.0,1222,WA
98168,207000.0,8160,WA
98008,540000.0,7500,WA
98198,386000.0,9583,WA
98092,265000.0,8075,WA
98106,250000.0,572,WA
98122,1697000.0,6600,WA
98038,455000.0,7251,WA
98040,1795000.0,13000,WA
98144,759000.0,7200,WA
98053,970000.0,74358,WA
98045,280000.0,24501,WA
98006,690000.0,8327,WA
98006,789900.0,25150,WA
98103,447500.0,5100,WA
98034,440000.0,7575,WA
98042,278000.0,7789,WA
98103,980000.0,6000,WA
98030,245000.0,14197,WA
98045,287000.0,11475,WA
98027,435000.0,132858,WA
98059,585000.0,11690,WA
98199,616000.0,5846,WA
98092,203000.0,9000,WA
98107,860000.0,3840,WA
98033,833000.0,12690,WA
98072,565000.0,6856,WA
98056,572500.0,7589,WA
98108,254000.0,4235,WA
98177,1525000.0,21000,WA
98077,900000.0,217800,WA
98033,899000.0,3730,WA
98136,560000.0,6000,WA
98007,512500.0,7200,WA
98117,775000.0,5000,WA
98056,200000.0,4700,WA
98106,172000.0,4700,WA
98146,219900.0,6000,WA
98004,641200.0,9123,WA
98034,473000.0,7200,WA
98074,540000.0,9580,WA
98122,295000.0,4500,WA
98103,370000.0,2296,WA
98122,1727000.0,8000,WA
98024,275000.0,48257,WA
98023,89000.0,4750,WA
98019,175000.0,9800,WA
98023,490000.0,11900,WA
98028,342400.0,9630,WA
98144,345000.0,4200,WA
98112,399000.0,3400,WA
98006,550000.0,9719,WA
98006,652450.0,11835,WA
98133,438000.0,29347,WA
98126,605000.0,5058,WA
98059,395000.0,11733,WA
98122,449950.0,3048,WA
98074,651100.0,5526,WA
98178,241000.0,6050,WA
98039,3418800.0,20412,WA
98008,268500.0,1749,WA
98166,200000.0,7200,WA
98126,400375.0,7680,WA
98053,429000.0,6315,WA
98144,230000.0,2400,WA
98004,1200000.0,10702,WA
98117,314200.0,6000,WA
98166,513000.0,8887,WA
98118,535000.0,5346,WA
98126,420000.0,6344,WA
98042,345950.0,4118,WA
98116,483500.0,2016,WA
98117,695000.0,2500,WA
98031,295000.0,8906,WA
98155,434975.0,9960,WA
98029,513000.0,4592,WA
98155,360000.0,11407,WA
98146,234900.0,8000,WA
98027,963000.0,6603,WA
98119,595000.0,4800,WA
98065,942500.0,14408,WA
98059,1029000.0,11200,WA
98144,350000.0,3600,WA
98070,416500.0,39848,WA
98042,209900.0,60720,WA
98144,802000.0,5000,WA
98002,230000.0,8800,WA
98188,489000.0,10375,WA
98034,497000.0,28750,WA
98148,250000.0,7738,WA
98119,925000.0,3600,WA
98059,390000.0,15496,WA
98028,415000.0,9600,WA
98040,785000.0,9638,WA
98105,575000.0,4000,WA
98146,170000.0,8636,WA
98119,750000.0,3400,WA
98001,230000.0,9639,WA
98005,855000.0,35074,WA
98058,235000.0,45738,WA
98065,335000.0,69260,WA
98040,1195000.0,18129,WA
98144,677000.0,6000,WA
98136,575000.0,5000,WA
98118,450000.0,4590,WA
98033,817250.0,7202,WA
98072,440000.0,28600,WA
98103,526000.0,2400,WA
98077,762500.0,15258,WA
98030,325000.0,7719,WA
98014,840000.0,85728,WA
98136,377500.0,4500,WA
98198,212500.0,7128,WA
98052,749400.0,20301,WA
98070,663000.0,37843,WA
98006,1476000.0,22518,WA
98178,261000.0,7800,WA
98028,515000.0,9248,WA
98038,410000.0,16921,WA
98058,336000.0,10160,WA
98115,440000.0,4128,WA
98006,908950.0,6200,WA
98040,554000.0,3700,WA
98027,387000.0,1606,WA
98055,268643.0,9240,WA
98117,514000.0,5000,WA
98115,420000.0,4182,WA
98042,199000.0,9871,WA
98188,225000.0,15701,WA
98022,320000.0,8424,WA
98031,204995.0,8185,WA
98029,376000.0,1827,WA
98029,705000.0,6222,WA
98065,725995.0,7869,WA
98058,285000.0,8190,WA
98001,285000.0,9397,WA
98075,731000.0,5936,WA
98040,1564350.0,17000,WA
98034,510000.0,10423,WA
98103,620000.0,4332,WA
98053,1110000.0,31796,WA
98177,796000.0,4960,WA
98188,255000.0,25500,WA
98199,807000.0,4000,WA
98038,315000.0,6000,WA
98052,637000.0,7355,WA
98144,2725000.0,43838,WA
98074,490000.0,10023,WA
98188,253000.0,7281,WA
98042,325900.0,6270,WA
98118,425000.0,6677,WA
98038,215000.0,6675,WA
98038,315000.0,6675,WA
98112,724800.0,3933,WA
98133,295000.0,6500,WA
98177,509007.0,7620,WA
98030,306000.0,169448,WA
98023,205000.0,7210,WA
98031,275000.0,9737,WA
98122,685000.0,7000,WA
98034,465000.0,12833,WA
98033,560000.0,9800,WA
98008,458500.0,9605,WA
98008,354000.0,7590,WA
98058,441000.0,7923,WA
98106,194000.0,10488,WA
98031,316500.0,6807,WA
98117,524950.0,3250,WA
98116,1052000.0,6092,WA
98005,925000.0,13894,WA
98103,780000.0,4524,WA
98038,241000.0,3128,WA
98166,519000.0,10744,WA
98136,286000.0,4000,WA
98125,400000.0,17800,WA
98024,255000.0,43560,WA
98146,152000.0,7754,WA
98052,599000.0,15143,WA
98019,330000.0,3905,WA
98133,461000.0,7193,WA
98059,620000.0,34991,WA
98038,352500.0,219106,WA
98034,435000.0,6911,WA
98052,725000.0,5310,WA
98028,300000.0,12300,WA
98038,252000.0,8284,WA
98033,464625.0,8996,WA
98155,340000.0,9586,WA
98112,1325000.0,6280,WA
98027,455000.0,13970,WA
98070,495000.0,18042,WA
98117,925000.0,4501,WA
98065,587000.0,8737,WA
98199,524000.0,5520,WA
98103,1030000.0,4800,WA
98198,176000.0,2332,WA
98106,249900.0,5500,WA
98019,499500.0,53143,WA
98011,600000.0,10542,WA
98168,294000.0,7800,WA
98058,272000.0,19843,WA
98028,390000.0,10800,WA
98166,700000.0,9650,WA
98065,635000.0,6621,WA
98112,920000.0,3600,WA
98033,500000.0,8530,WA
98106,263500.0,4515,WA
98040,975000.0,9990,WA
98029,575000.0,3485,WA
98052,822000.0,40386,WA
98125,300000.0,7200,WA
98019,487600.0,12080,WA
98006,500000.0,8640,WA
98109,680000.0,989,WA
98023,419000.0,21096,WA
98199,450000.0,5250,WA
98119,650000.0,4500,WA
98052,550000.0,8086,WA
98108,330000.0,5202,WA
98030,282510.0,32234,WA
98033,2385000.0,13296,WA
98003,230000.0,10200,WA
98116,750000.0,6613,WA
98092,321000.0,5366,WA
98040,2196000.0,18000,WA
98146,245000.0,10416,WA
98103,510000.0,4000,WA
98052,751000.0,9571,WA
98075,675000.0,36601,WA
98023,295000.0,13350,WA
98115,312000.0,6000,WA
98077,730000.0,13129,WA
98052,762500.0,5880,WA
98106,150000.0,7680,WA
98133,270000.0,7374,WA
98008,400000.0,9301,WA
98075,650000.0,6720,WA
98116,530000.0,5000,WA
98006,248000.0,9400,WA
98115,760000.0,5300,WA
98198,199000.0,10521,WA
98188,240000.0,8400,WA
98199,415000.0,1795,WA
98059,228000.0,16376,WA
98133,525000.0,12106,WA
98125,399950.0,5223,WA
98052,781000.0,8571,WA
98115,827000.0,1330,WA
98034,525000.0,8621,WA
98053,671300.0,5232,WA
98126,175000.0,2378,WA
98040,1100000.0,22547,WA
98004,800000.0,10560,WA
98038,329950.0,4600,WA
98034,445000.0,7200,WA
98032,237000.0,12208,WA
98199,1112500.0,6224,WA
98038,438900.0,5700,WA
98105,1280000.0,5000,WA
98029,600000.0,3866,WA
98052,670000.0,4569,WA
98053,519000.0,4823,WA
98058,320000.0,7350,WA
98115,270000.0,867,WA
98005,1000000.0,5832,WA
98122,330000.0,4800,WA
98005,657500.0,10960,WA
98028,450000.0,61419,WA
98014,150000.0,6488,WA
98010,792500.0,175421,WA
98034,540000.0,13227,WA
98003,229900.0,8848,WA
98038,533000.0,6536,WA
98002,239000.0,12560,WA
98038,713900.0,167706,WA
98092,427500.0,8726,WA
98133,302000.0,7000,WA
98006,1150000.0,48743,WA
98011,555000.0,4270,WA
98144,495000.0,3000,WA
98033,495000.0,13288,WA
98070,340000.0,48292,WA
98042,464950.0,36116,WA
98092,320000.0,7040,WA
98072,440000.0,64469,WA
98177,686000.0,9990,WA
98008,555000.0,11000,WA
98117,361500.0,3860,WA
98105,1240000.0,7500,WA
